index,cafe_nm,Latitude,Longitude,scores,geometry,coverage_count
3104,타임,37.499621600000005,126.9007221,0.2198539553830489,POINT (37.499621600000005 126.9007221),8
20618,테이블디,37.560404,126.8274815,0.218953981760296,POINT (37.560404 126.8274815),44
1148,반달곰문화공간카페문베어JNK,37.5588625,126.9398514,0.2179502990030989,POINT (37.5588625 126.9398514),28
1871,카페84,37.6567574,127.0384205,0.2171361720473,POINT (37.6567574 127.0384205),21
10112,아마스빈행당역점,37.5577703,127.0308318,0.2170592584182466,POINT (37.5577703 127.0308318),11
9720,카페포도,37.5108359,127.0178994,0.2169092290345239,POINT (37.5108359 127.0178994),37
9731,카페디엠,37.4715166,127.04796609999998,0.2157815210765617,POINT (37.4715166 127.04796609999998),16
10503,어느멋진날,37.4674602,126.9388261,0.2155257126181275,POINT (37.4674602 126.9388261),15
439,한우리보호작업장행복한베이커리&카페,37.4835568,127.0326845,0.2152841345250584,POINT (37.4835568 127.0326845),20
2411,페레,37.4999407,127.0908872,0.2152045795267118,POINT (37.4999407 127.0908872),6
7893,산도,37.4928559,127.0174225,0.2147250896891267,POINT (37.4928559 127.0174225),33
13375,챔프커피,37.53842279999999,126.9992634,0.2134859017635534,POINT (37.53842279999999 126.9992634),22
20487,컴포즈커피제1호조합,37.5099763,127.0415961,0.212442090264323,POINT (37.5099763 127.0415961),25
6665,감성커피테라스,37.4939167,127.1236198,0.2080240431244613,POINT (37.4939167 127.1236198),21
17315,커피빈삼성오크우드점코리아,37.5120056,127.0575192,0.2040736359653082,POINT (37.5120056 127.0575192),38
5842,마음을담아,37.4820935,126.9268827,0.2033724247779983,POINT (37.4820935 126.9268827),30
15731,셀렉토커피,37.5644677,126.9934592,0.2017827548503956,POINT (37.5644677 126.9934592),51
20054,컴포즈커피신정이펜하우스점,37.5124818,126.8324168,0.2006087887553151,POINT (37.5124818 126.8324168),6
11803,초이커피컴퍼니,37.5112333,126.91405729999998,0.2004287089273148,POINT (37.5112333 126.91405729999998),2
13491,카페이공일,37.6172121,127.059795,0.1994832588871869,POINT (37.6172121 127.059795),5
15683,메가엠지씨커피창동어울림점,37.6554328,127.0417242,0.1991406021358328,POINT (37.6554328 127.0417242),10
9580,카페늘봄,37.5596579,126.85057140000002,0.1984248742191529,POINT (37.5596579 126.85057140000002),4
5790,카페보스서울,37.5327365,126.8332664,0.1979812732297135,POINT (37.5327365 126.8332664),8
14190,정인카페로뎀,37.6066477,127.0194272,0.1979063541960936,POINT (37.6066477 127.0194272),1
15,비쥬,37.5519297,126.8342914,0.197435307778847,POINT (37.5519297 126.8342914),16
15038,나우커피쌍문점,37.6615531,127.0397867,0.1937593499457073,POINT (37.6615531 127.0397867),14
670,크레이저커피,37.5136626,127.0197628,0.1934157733603899,POINT (37.5136626 127.0197628),34
13241,디저트39방배서래점,37.4937195,126.9926453,0.1917844114182085,POINT (37.4937195 126.9926453),6
18021,왓더훅,37.6156508,127.0349403,0.1909441789980763,POINT (37.6156508 127.0349403),10
2956,그랩커피,37.6473269,127.0300205,0.1903020865336226,POINT (37.6473269 127.0300205),7
18938,컴포즈커피석촌호수점,37.506181700000006,127.0974961,0.1893258428578953,POINT (37.506181700000006 127.0974961),20
14677,로뎀나무아래서,37.6017041,127.1048598,0.1888989501904114,POINT (37.6017041 127.1048598),14
6587,컴포즈커피논현스마일점,37.5208333,127.0370792,0.1888031253610419,POINT (37.5208333 127.0370792),18
17957,커피소프트,37.5585464,126.9189056,0.187756888600338,POINT (37.5585464 126.9189056),39
15098,규리네과일가게,37.5141166,127.0488392,0.1867878138893252,POINT (37.5141166 127.0488392),10
10604,자연인,37.5569535,127.0727423,0.1865768891099321,POINT (37.5569535 127.0727423),4
19587,쓰리엑스라지커피강남자곡점,37.4717519,127.0880745,0.1862829032748479,POINT (37.4717519 127.0880745),1
14030,전광수커피에스프레소강북삼성,37.5688594,126.96779440000002,0.1846213303713338,POINT (37.5688594 126.96779440000002),22
17739,더리터,37.658175,127.0748396,0.1838059549279155,POINT (37.658175 127.0748396),21
16995,씨앤코컴퍼니인덕대학교연지스퀘어점,37.6303338,127.0544862,0.1827973725932834,POINT (37.6303338 127.0544862),5
789,메가엠지씨커피하월곡동점,37.6036734,127.0368278,0.1819616486723344,POINT (37.6036734 127.0368278),6
18601,켁터스커피일등복권,37.6517274,127.0616378,0.1818673579028429,POINT (37.6517274 127.0616378),20
11625,링크,37.4781161,126.988762,0.181350674251241,POINT (37.4781161 126.988762),6
9514,나우커피신촌,37.5596809,126.9527995,0.1804978734479429,POINT (37.5596809 126.9527995),8
12601,컬러블라인드,37.6371874,127.0198531,0.1784017609628151,POINT (37.6371874 127.0198531),15
17064,네이밋,37.4963799,127.1216459,0.1767262473543093,POINT (37.4963799 127.1216459),23
7320,카페트리,37.5944636,127.0126909,0.1758004348960874,POINT (37.5944636 127.0126909),13
6653,라라곰,37.6763843,127.0520769,0.1754694168448665,POINT (37.6763843 127.0520769),6
19433,플로우FLOW,37.5326141,126.9911607,0.1753749925788998,POINT (37.5326141 126.9911607),46
179,홈이디저트,37.5013113,126.8556736,0.1743303446126244,POINT (37.5013113 126.8556736),1
8266,캘리스,37.4619515,127.05185159999998,0.1736149607705112,POINT (37.4619515 127.05185159999998),1
7711,커피더캠프,37.5676623,126.8108637,0.1720750913949275,POINT (37.5676623 126.8108637),11
3820,이디야커피,37.6196073,127.0778665,0.1712709149552568,POINT (37.6196073 127.0778665),29
20112,컴포즈커피수색DMC파인시티자이점,37.5840961,126.8970807,0.1705558269264207,POINT (37.5840961 126.8970807),4
13235,라크라센타,37.5188781,126.8921703,0.1679772700884557,POINT (37.5188781 126.8921703),12
2587,모이라마켓,37.556983,126.93226090000002,0.1661185671163046,POINT (37.556983 126.93226090000002),38
16569,로스터리카페나무,37.5354657,126.9533419,0.1652245219535685,POINT (37.5354657 126.9533419),3
13723,펠어커피초코,37.638918200000006,127.0221304,0.1651624736305924,POINT (37.638918200000006 127.0221304),25
20339,얏타케키,37.6261865,127.0757687,0.1635450260619247,POINT (37.6261865 127.0757687),26
16405,삼옥,37.5467183,127.0546493,0.1608017661932569,POINT (37.5467183 127.0546493),24
5414,오슬랑커피,37.57126829999999,127.0265023,0.1601406740508055,POINT (37.57126829999999 127.0265023),5
19502,메가엠지씨커피강남못골도서관점,37.472047100000005,127.0960074,0.1594435780130148,POINT (37.472047100000005 127.0960074),2
2714,도도화,37.6011233,127.0085146,0.1592946427269832,POINT (37.6011233 127.0085146),3
9867,티그라운드,37.57962379999999,127.0750313,0.1589261096613682,POINT (37.57962379999999 127.0750313),3
17261,커피빈청담에스점코리아,37.5252496,127.0472158,0.158685104772065,POINT (37.5252496 127.0472158),17
7688,카페엘,37.5423323,127.1360782,0.1582566772009504,POINT (37.5423323 127.1360782),4
11448,랩1,37.5655335,126.9223024,0.1578592135805153,POINT (37.5655335 126.9223024),77
3580,아차-차,37.5567056,127.0918505,0.1571635906743427,POINT (37.5567056 127.0918505),19
5468,그림커피GrimmCoffee,37.5375013,127.1152119,0.1550033120929764,POINT (37.5375013 127.1152119),1
4203,매머드익스프레스금천롯데,37.4650245,126.8904446,0.1540267235705242,POINT (37.4650245 126.8904446),5
14204,해인유통,37.6002452,127.01555890000002,0.1531127423132662,POINT (37.6002452 127.01555890000002),11
14932,커피볶는아침,37.5377489,127.1352598,0.1521150228320969,POINT (37.5377489 127.1352598),16
11546,리얼,37.5441251,127.0605212,0.1520386938394982,POINT (37.5441251 127.0605212),22
6098,토스트가마시는커피,37.4877021,126.9928392,0.1520234031218926,POINT (37.4877021 126.9928392),35
949,위두커피,37.505124,127.1089097,0.1518688394786554,POINT (37.505124 127.1089097),24
17856,투썸플레이스장한평역점,37.5609839,127.0650861,0.1517049641501493,POINT (37.5609839 127.0650861),21
11302,레즐리컵LESELYCUP,37.5516057,126.8733182,0.1490284092809461,POINT (37.5516057 126.8733182),14
1030,릴리앤리야,37.5609575,126.8628774,0.1489742634463328,POINT (37.5609575 126.8628774),5
19146,와겐커피,37.66670379999999,127.0449457,0.1478850482144585,POINT (37.66670379999999 127.0449457),14
11785,파드,37.5347946,127.0644853,0.1468486716352698,POINT (37.5347946 127.0644853),12
12688,푸른하늘은하수,37.504848200000005,126.8459834,0.1466733243483761,POINT (37.504848200000005 126.8459834),6
12949,로뎀카페,37.53188,126.8442093,0.1461275607551119,POINT (37.53188 126.8442093),13
269,릴리펏수서점,37.4742045,127.1143645,0.1459348562366872,POINT (37.4742045 127.1143645),3
19898,더잇다카페,37.5939439,127.0548675,0.1454776268484146,POINT (37.5939439 127.0548675),24
6537,골든핸즈프렌즈,37.5598352,126.8984684,0.1453498815585618,POINT (37.5598352 126.8984684),4
20019,유캔두잇마포공덕점,37.5420437,126.9442765,0.1436688878462743,POINT (37.5420437 126.9442765),28
20152,씨씨씨에스,37.5334165,127.0018195,0.1432333574012271,POINT (37.5334165 127.0018195),13
18018,매머드익스프레스서초쌍용플래티넘점,37.4840427,127.01732309999998,0.142946171874217,POINT (37.4840427 127.01732309999998),25
509,엠제이와이,37.5760835,127.03904,0.1422822120165633,POINT (37.5760835 127.03904),17
1152,디저트39경희대점,37.5937664,127.05072520000002,0.1422417187105291,POINT (37.5937664 127.05072520000002),31
11331,곰작가네꿀커피,37.5500244,126.8766239,0.1417109348033751,POINT (37.5500244 126.8766239),9
9250,유멜로우,37.6100033,126.9138686,0.141700812210277,POINT (37.6100033 126.9138686),12
1458,씨크스페셜티커피,37.4782834,126.9551801,0.1414674890460771,POINT (37.4782834 126.9551801),45
7922,로스터스앤블렌더스,37.5551153,126.8615854,0.1400578659261741,POINT (37.5551153 126.8615854),19
3845,이지앤,37.5760527,127.0677846,0.1392394169186694,POINT (37.5760527 127.0677846),10
3527,닉스,37.5090914,127.0798951,0.1384507944596411,POINT (37.5090914 127.0798951),24
9455,그라나다카페강서농수산식품공사점,37.5553661,126.8228409,0.1379830770143995,POINT (37.5553661 126.8228409),1
18741,아르코커피로스터스,37.4750756,127.0468243,0.1378375022635256,POINT (37.4750756 127.0468243),28
1982,커피보뇌르,37.5003201,127.0644632,0.1375455368992378,POINT (37.5003201 127.0644632),20
2052,쑤다방,37.4803899,126.8926371,0.1360331740725496,POINT (37.4803899 126.8926371),13
1754,살롱드카이도,37.4928463,127.0141092,0.1342380830404433,POINT (37.4928463 127.0141092),49
15315,우디집도산점,37.5265639,127.0359647,0.133634418519947,POINT (37.5265639 127.0359647),41
13939,커피야,37.5414895,127.0886969,0.1331742876780521,POINT (37.5414895 127.0886969),12
19601,카페잡화점,37.4588469,126.8995107,0.1329445939791746,POINT (37.4588469 126.8995107),11
14486,카페마로니에,37.4852626,126.9941723,0.1323724285501836,POINT (37.4852626 126.9941723),24
20377,레몬테라스,37.4903139,127.0119035,0.1315258500941495,POINT (37.4903139 127.0119035),29
1947,더치앤빈,37.5750041,126.9812267,0.1312784041611954,POINT (37.5750041 126.9812267),31
12193,커피한송이,37.4719459,126.8896301,0.1309203273712546,POINT (37.4719459 126.8896301),9
20249,메가엠지씨커피양재중앙점,37.4716299,127.0452627,0.1307806172382274,POINT (37.4716299 127.0452627),18
5745,카페,37.5793985,126.8095563,0.1302858301241405,POINT (37.5793985 126.8095563),1
11821,소라다방,37.5344654,126.8276954,0.1298733476611681,POINT (37.5344654 126.8276954),8
4692,둘세,37.570474100000006,127.0373235,0.1295272999081102,POINT (37.570474100000006 127.0373235),4
15037,언덕위에커피데이트,37.4733047,126.9700144,0.1280710188804506,POINT (37.4733047 126.9700144),1
5201,쁘띠따쁘띠디저트카페,37.6270873,127.0177426,0.1272610423486894,POINT (37.6270873 127.0177426),10
14573,브알라,37.464048600000005,127.0249777,0.1247493548268835,POINT (37.464048600000005 127.0249777),3
13349,코코앤빈스cocon'beans,37.5200075,127.0541945,0.1246752797585307,POINT (37.5200075 127.0541945),12
9426,카페숲,37.6021459,126.9256362,0.1228897009924029,POINT (37.6021459 126.9256362),19
20680,티지커피233,37.521461200000005,127.03231979999998,0.121884801434665,POINT (37.521461200000005 127.03231979999998),17
7223,쁘띠몽드,37.484161,126.9605936,0.1213914004606284,POINT (37.484161 126.9605936),2
2528,메가엠지씨커피전농동아점,37.57530070000001,127.0458426,0.1207539169784634,POINT (37.57530070000001 127.0458426),9
15630,카페센,37.58043970000001,126.7949576,0.1199511920437524,POINT (37.58043970000001 126.7949576),1
16930,탐앤탐스,37.4937258,127.0865296,0.1198930581612484,POINT (37.4937258 127.0865296),8
15704,카페모리츠,37.4831893,126.9404693,0.1182509588193573,POINT (37.4831893 126.9404693),23
15625,카페CAFE'4가13번지,37.5155934,126.8906805,0.1180111679393446,POINT (37.5155934 126.8906805),14
9597,프런티어,37.5617948,126.91842859999998,0.1165747210412194,POINT (37.5617948 126.91842859999998),29
17318,이디야공진초점,37.5586198,126.8238423,0.1164481825491883,POINT (37.5586198 126.8238423),21
1599,요거트청담점,37.5267728,127.05175590000002,0.1163464442465999,POINT (37.5267728 127.05175590000002),18
3464,주택커피,37.5357789,126.8411847,0.1150980842751235,POINT (37.5357789 126.8411847),5
7217,에이치앤엘파트너스,37.5113045,127.0981244,0.1136101678959259,POINT (37.5113045 127.0981244),6
17558,커피빈신천역점코리아,37.511412,127.0816764,0.1122437691484289,POINT (37.511412 127.0816764),35
20540,서울카페,37.617952,127.0254975,0.1106862328062912,POINT (37.617952 127.0254975),6
12446,작은식당,37.6116821,127.0635004,0.1102380041637451,POINT (37.6116821 127.0635004),12
1249,에그카페24,37.6108605,127.0956323,0.1091202855047935,POINT (37.6108605 127.0956323),3
883,유별,37.4749824,127.0509182,0.108932104244429,POINT (37.4749824 127.0509182),14
8600,빈스빈스상암첨단산업,37.5850679,126.885427,0.1086868089237404,POINT (37.5850679 126.885427),3
16473,카페랑,37.4924842,127.13219709999998,0.1074290820013263,POINT (37.4924842 127.13219709999998),8
341,팔로미노,37.51572410000001,127.0173603,0.1063666353339247,POINT (37.51572410000001 127.0173603),25
11536,카페레아,37.5742338,126.820144,0.105956199578966,POINT (37.5742338 126.820144),2
4020,달리네카페,37.6634775,127.0338114,0.1057368004569643,POINT (37.6634775 127.0338114),15
19447,보틀팩토리,37.4890607,127.0000354,0.1051619499434532,POINT (37.4890607 127.0000354),1
11125,할리스커피,37.493015,126.8976073,0.1044658838250316,POINT (37.493015 126.8976073),15
19602,모코카페,37.601114,127.10189979999998,0.1038314889826865,POINT (37.601114 127.10189979999998),15
9398,이디야커피강동신명초교점,37.5411259,127.1473854,0.1038230781529492,POINT (37.5411259 127.1473854),9
11153,빅토리아가든,37.5071747,126.95152009999998,0.1023122639176484,POINT (37.5071747 126.95152009999998),11
3424,아이비,37.4858532,127.0150831,0.1011936303959793,POINT (37.4858532 127.0150831),31
2118,레드애플롯데백화점,37.5116493,127.1008011,0.0992369169356642,POINT (37.5116493 127.1008011),13
16924,라운지탐탐서울대입구점,37.4806992,126.95224070000002,0.0991239897724543,POINT (37.4806992 126.95224070000002),53
19851,커피빈고대안암병원신관점,37.5870983,127.0263415,0.0988862221342144,POINT (37.5870983 127.0263415),4
13192,뚝방다방,37.6040447,127.074208,0.0986321925483165,POINT (37.6040447 127.074208),5
2160,영등포시니어클럽더푸른,37.5013749,126.9188597,0.098086625855957,POINT (37.5013749 126.9188597),17
16614,카페인싸,37.5504353,126.83168909999998,0.0975040959519164,POINT (37.5504353 126.83168909999998),4
8271,원두잇,37.5021528,127.14085049999998,0.0969881243975613,POINT (37.5021528 127.14085049999998),16
16505,먹어유,37.4853869,126.9504565,0.0969194336390425,POINT (37.4853869 126.9504565),8
4417,펑키커피,37.5527206,127.0684262,0.0966085146527913,POINT (37.5527206 127.0684262),8
14672,샌디에고,37.502623,127.1251128,0.0965924098005882,POINT (37.502623 127.1251128),16
12152,스토원,37.5092107,127.1240292,0.0959277167623519,POINT (37.5092107 127.1240292),19
8393,커핀그루나루올림픽홀점,37.5203494,127.1157765,0.0954336646571531,POINT (37.5203494 127.1157765),5
19057,카페마스트리스보트,37.6181888,127.0727753,0.0944450617362578,POINT (37.6181888 127.0727753),5
12163,주스집,37.471867,127.040048,0.0939384589814399,POINT (37.471867 127.040048),12
20061,딜라잇,37.5902814,126.9091618,0.09333522499594,POINT (37.5902814 126.9091618),5
14699,커피인페르노,37.497198700000006,127.1435649,0.090458602744541,POINT (37.497198700000006 127.1435649),12
8199,리멤버투데이,37.6107213,127.0023276,0.089890971527262,POINT (37.6107213 127.0023276),2
3418,러브컵,37.65230820000001,127.0320409,0.0869488453433317,POINT (37.65230820000001 127.0320409),4
13506,스토리카페,37.4975236,126.9353021,0.0860353882054506,POINT (37.4975236 126.9353021),3
618,카페누마루,37.5909976,126.9393051,0.0856095717873369,POINT (37.5909976 126.9393051),2
6841,브릿지엣지,37.5025695,126.9544799,0.0841113178043325,POINT (37.5025695 126.9544799),15
11990,킹콩,37.5143956,127.0114843,0.082779510677336,POINT (37.5143956 127.0114843),2
21065,더오캄더OKLM,37.5478489,127.1462903,0.081991763135261,POINT (37.5478489 127.1462903),32
2481,오늘도앙,37.5613319,127.0522235,0.0818250885763447,POINT (37.5613319 127.0522235),7
11145,지노,37.5085084,126.9324202,0.0808978740669586,POINT (37.5085084 126.9324202),6
3291,에스오엠,37.5007198,127.086761,0.0805630298523779,POINT (37.5007198 127.086761),5
11182,제3공간,37.5059415,126.9567515,0.0802048853201948,POINT (37.5059415 126.9567515),3
19510,레포소,37.4621586,127.0340228,0.0797570914851706,POINT (37.4621586 127.0340228),10
5440,트레비엥,37.6052176,126.928514,0.0784233130081378,POINT (37.6052176 126.928514),5
10226,컴포즈커피송파,37.5076561,127.1077372,0.0780483349744925,POINT (37.5076561 127.1077372),42
1261,그늘집,37.559801,127.0557064,0.0775376983683515,POINT (37.559801 127.0557064),2
4594,오가다KBS점,37.5259626,126.9166948,0.0771327661322059,POINT (37.5259626 126.9166948),19
4570,커피블루스,37.4564767,127.0159206,0.076834346671336,POINT (37.4564767 127.0159206),3
6119,카페제스트,37.4958951,126.931582,0.0766885873633953,POINT (37.4958951 126.931582),8
14897,모모웨이,37.4959243,127.0466047,0.0764878645404553,POINT (37.4959243 127.0466047),11
2050,나우커피서울,37.5670867,126.8547134,0.0761903086149738,POINT (37.5670867 126.8547134),1
157,카페64,37.6237507,127.0986821,0.0758088548059779,POINT (37.6237507 127.0986821),1
12443,스토리샵,37.5752296,126.80894340000002,0.0741781491847304,POINT (37.5752296 126.80894340000002),6
5330,빌리브,37.488119,127.1110454,0.0741072601289496,POINT (37.488119 127.1110454),7
12324,티티엠서울,37.5161422,127.0341871,0.0740123897495636,POINT (37.5161422 127.0341871),25
20475,안다미로,37.6442638,127.02787340000002,0.0729357431391265,POINT (37.6442638 127.02787340000002),15
14371,유로스타,37.5519664,127.1338733,0.0721302842487483,POINT (37.5519664 127.1338733),13
16063,커인스컴퍼니,37.5979893,127.0293024,0.0705207213791569,POINT (37.5979893 127.0293024),2
19545,브리앙리,37.5000861,127.05544109999998,0.0704713012875004,POINT (37.5000861 127.05544109999998),24
12818,연인테리어카페,37.4497732,126.9200097,0.0699205609363209,POINT (37.4497732 126.9200097),1
12306,위드커피,37.6176296,127.0105836,0.0689050282188035,POINT (37.6176296 127.0105836),4
19150,엠무브커피,37.5932972,127.103647,0.0680469717767363,POINT (37.5932972 127.103647),3
15703,베이키,37.5037823,127.084292,0.0676866418931928,POINT (37.5037823 127.084292),9
5874,이디야커피,37.5230681,126.9105824,0.0671267875059392,POINT (37.5230681 126.9105824),11
20806,올드빅,37.545203,126.9849934,0.0664247958416461,POINT (37.545203 126.9849934),37
19629,이끼,37.5614842,127.0125377,0.0636649568089002,POINT (37.5614842 127.0125377),9
14440,놀이터,37.5525138,127.1384958,0.0635330565240587,POINT (37.5525138 127.1384958),4
9257,재즈스토리Ⅱ,37.579986,127.006508,0.0612160367152271,POINT (37.579986 127.006508),22
3292,커피라보,37.4999643,127.0086888,0.0604410839274693,POINT (37.4999643 127.0086888),5
6313,영커피강동,37.5289485,127.1222145,0.0602737975736667,POINT (37.5289485 127.1222145),26
1474,탐엔탐스하계점,37.6391028,127.0649012,0.0587716523674417,POINT (37.6391028 127.0649012),10
9542,설렘,37.58448920000001,127.0854103,0.0587317226420644,POINT (37.58448920000001 127.0854103),11
18634,메가엠지씨커피길동복조리시장점,37.540993,127.1439582,0.0586931975805765,POINT (37.540993 127.1439582),14
3233,밀크림,37.506515500000006,127.12876599999998,0.0573243828892737,POINT (37.506515500000006 127.12876599999998),15
2164,카페보고타,37.486908500000006,127.0315557,0.0565579912547116,POINT (37.486908500000006 127.0315557),33
19371,공간,37.6233188,127.02946029999998,0.0557423870300279,POINT (37.6233188 127.02946029999998),14
1401,포니커피,37.5897815,126.9194731,0.0550499516485178,POINT (37.5897815 126.9194731),14
8913,밀집,37.5921126,127.0334666,0.0543862737182827,POINT (37.5921126 127.0334666),8
10916,유니온커피로스터,37.6296162,127.0753637,0.0541743997506227,POINT (37.6296162 127.0753637),14
1453,빽다방압구정역지점,37.5260198,127.0267512,0.0541301611894305,POINT (37.5260198 127.0267512),30
11284,초록뜰,37.684828,127.0421624,0.0532057122455446,POINT (37.684828 127.0421624),5
11637,초원다방,37.5086147,126.8777877,0.052514402956008,POINT (37.5086147 126.8777877),5
1929,에이프,37.4881394,126.9408404,0.0512455320352628,POINT (37.4881394 126.9408404),11
11892,엔젤디오,37.5162417,126.8492015,0.0507734116839639,POINT (37.5162417 126.8492015),1
3811,아임엘렌,37.5844269,126.99995,0.0507572629292777,POINT (37.5844269 126.99995),68
4759,생각이나서,37.477087700000006,126.9854744,0.0507297980055573,POINT (37.477087700000006 126.9854744),19
8684,5스타커피,37.60558579999999,127.10581,0.0501291882432968,POINT (37.60558579999999 127.10581),7
6657,메가엠지씨커피미아삼각산점,37.6163846,127.0190275,0.0490803955989072,POINT (37.6163846 127.0190275),7
16898,토키베이키,37.4758169,126.90082209999998,0.0485094869129519,POINT (37.4758169 126.90082209999998),10
19073,라라브레드상암점,37.5778752,126.8957121,0.0485004492617116,POINT (37.5778752 126.8957121),44
5660,느릅나무,37.5042011,126.9596598,0.0484896102427667,POINT (37.5042011 126.9596598),7
7218,로이베이커리카페,37.5343115,127.0683384,0.0475676331124291,POINT (37.5343115 127.0683384),16
11329,소풍가는날,37.5518792,126.8679949,0.0456053347978928,POINT (37.5518792 126.8679949),14
5712,투썸플레이스숭실대점,37.4948649,126.9584888,0.0454979609987763,POINT (37.4948649 126.9584888),7
6607,달보드레,37.5472329,126.8322257,0.0454384570881397,POINT (37.5472329 126.8322257),7
13137,비오비다방,37.5568929,126.8655876,0.0445967963249091,POINT (37.5568929 126.8655876),15
15149,다쿠아랑,37.4706028,127.1051367,0.0441316790064641,POINT (37.4706028 127.1051367),3
3551,실수투성이밤,37.5717331,127.0151872,0.0438846486874813,POINT (37.5717331 127.0151872),17
14319,트리아농,37.5203173,127.0445522,0.0437481074195733,POINT (37.5203173 127.0445522),9
13239,아이갓에브리씽한국전력인재개발원점,37.6351878,127.0873385,0.0436209740142672,POINT (37.6351878 127.0873385),1
4902,커핀그루나루평,37.6090414,126.9745333,0.0434832312062722,POINT (37.6090414 126.9745333),3
6935,550커피,37.5492558,127.1027147,0.0427434657361242,POINT (37.5492558 127.1027147),14
11173,메이카페,37.505091,126.9532911,0.0425512067419314,POINT (37.505091 126.9532911),25
14769,아하브,37.4999112,127.0174318,0.0422551026772953,POINT (37.4999112 127.0174318),1
10145,커피에반하다문래한신점,37.5189309,126.8843754,0.0409785266442308,POINT (37.5189309 126.8843754),5
15622,누아르블랑,37.5454586,127.1286751,0.0407189452729825,POINT (37.5454586 127.1286751),7
12906,냇물아흘러흘러,37.4635139,127.10665690000002,0.0389856859999871,POINT (37.4635139 127.10665690000002),2
5779,글린커피,37.4792477,127.0468505,0.0380276134208692,POINT (37.4792477 127.0468505),13
17374,투썸플레이스국회의사당역점,37.5277713,126.9193839,0.0376039939257209,POINT (37.5277713 126.9193839),46
1670,바하마브리즈,37.5739869,126.9224862,0.0364925415609763,POINT (37.5739869 126.9224862),6
4635,준위드커피,37.517371,126.98515559999998,0.0358454621925242,POINT (37.517371 126.98515559999998),1
18297,웨스트앤드커피,37.5682724,126.9056228,0.0357798883528747,POINT (37.5682724 126.9056228),9
15353,유현커피,37.4939968,127.0116175,0.035685707058421,POINT (37.4939968 127.0116175),35
19391,행복한정.미소서울2호점,37.5809349,126.9166913,0.0344271510880861,POINT (37.5809349 126.9166913),3
839,우일티에스에이미스참인,37.5492345,126.8424249,0.0343141183152075,POINT (37.5492345 126.8424249),3
3615,카페아인,37.5173768,126.8538107,0.0342443806050121,POINT (37.5173768 126.8538107),10
17214,커피빈수서역원방빌딩점코리아,37.4887693,127.1040946,0.0339152279175649,POINT (37.4887693 127.1040946),33
5514,이너에스,37.5988699,127.1053921,0.0333451640643826,POINT (37.5988699 127.1053921),11
19589,카페캔버스태릉입구역점,37.6164445,127.0767048,0.0326784466762147,POINT (37.6164445 127.0767048),20
6817,지유명차,37.4879601,127.0170569,0.0311934577486446,POINT (37.4879601 127.0170569),14
13012,카페36.4,37.4911264,127.1474339,0.0308575513308985,POINT (37.4911264 127.1474339),7
20448,오빠생각타코야끼&캔카페,37.5397714,127.1333694,0.0303034698967336,POINT (37.5397714 127.1333694),5
1803,카페동네,37.5355509,126.8372393,0.0287775217444754,POINT (37.5355509 126.8372393),12
19815,메가엠지씨커피광장시장남2문점,37.5696159,127.0002046,0.0281504944156906,POINT (37.5696159 127.0002046),43
5397,디저트39학동역점,37.51406970000001,127.0319741,0.0281227168349824,POINT (37.51406970000001 127.0319741),26
17833,카페오가르,37.56581129999999,127.03347820000002,0.027858402275754,POINT (37.56581129999999 127.03347820000002),15
18136,메가엠지씨커피고척중앙점,37.4979438,126.8643313,0.0272130597912909,POINT (37.4979438 126.8643313),6
17676,커피앤,37.619126,127.0670772,0.0266081333408333,POINT (37.619126 127.0670772),4
2988,이디야가재울점,37.5746809,126.9078045,0.0255231910312136,POINT (37.5746809 126.9078045),5
16493,리앤장,37.4983434,126.9991878,0.0241248040244619,POINT (37.4983434 126.9991878),17
5177,얌커피,37.545424700000005,127.0653257,0.0231910739378952,POINT (37.545424700000005 127.0653257),27
12238,키쏘커피,37.5678876,126.9751883,0.0230520232664924,POINT (37.5678876 126.9751883),13
11293,모노커피,37.53421470000001,126.87415690000002,0.0211859462600196,POINT (37.53421470000001 126.87415690000002),2
16029,달콤한송이,37.588913700000006,127.022502,0.017114908065433,POINT (37.588913700000006 127.022502),13
3394,카페,37.5411975,126.8893507,0.0158851050635482,POINT (37.5411975 126.8893507),5
11836,커피나누기,37.5376484,126.8846849,0.0143963640973972,POINT (37.5376484 126.8846849),5
10117,휘게라이프,37.4749595,126.9769108,0.0138633769981853,POINT (37.4749595 126.9769108),15
6795,카페와이,37.4792268,126.9090258,0.0137438219017902,POINT (37.4792268 126.9090258),5
2524,명화로지스1219,37.4742393,127.035925,0.0128316768146103,POINT (37.4742393 127.035925),9
6145,글로벌지식협력단지편의시설,37.595012700000005,127.0421485,0.0111578032915145,POINT (37.595012700000005 127.0421485),1
9091,타조메롱,37.5460455,126.8779624,0.0093417544288431,POINT (37.5460455 126.8779624),10
4112,부부커피,37.5546331,126.8990996,0.0078567311432094,POINT (37.5546331 126.8990996),11
10039,카페게이트신도림,37.511191700000005,126.8844566,0.0063818184824213,POINT (37.511191700000005 126.8844566),3
14552,스튜디오봉봉,37.50441970000001,127.0124189,0.0063548591094988,POINT (37.50441970000001 127.0124189),7
14815,이디야커피중계롯데우성점,37.6463641,127.0727538,0.0054495895785389,POINT (37.6463641 127.0727538),7
478,커피N빙수,37.6018557,126.9185284,0.0042056722477656,POINT (37.6018557 126.9185284),24
