index,cafe_nm,Latitude,Longitude,scores,geometry
1196,에이투비AtoB,37.5439323,127.0589507,0.4642734100885765,POINT (37.5439323 127.0589507)
14968,디드릭,37.6552664,127.0613779,0.4641018731255429,POINT (37.6552664 127.0613779)
700,커피스미스노원롯데,37.6552664,127.0613779,0.4641018731255429,POINT (37.6552664 127.0613779)
14830,엔제리너스롯데시네노원,37.6552664,127.0613779,0.4641018731255429,POINT (37.6552664 127.0613779)
1755,이디야커피창동대우점,37.6434787,127.0387277,0.4640682617380141,POINT (37.6434787 127.0387277)
16696,코너드커피에쏘플레이스,37.5206501,127.0224543,0.4639893002899231,POINT (37.5206501 127.0224543)
8018,다빈치보드게임,37.5406011,127.0695162,0.4639672734264403,POINT (37.5406011 127.0695162)
16105,이디야수유역점,37.6393344,127.0266913,0.4636014561417192,POINT (37.6393344 127.0266913)
7565,밀로,37.5559958,126.8182246,0.4633362449093454,POINT (37.5559958 126.8182246)
5753,터치카페한남옥수점,37.5416012,127.0096881,0.4632369777072393,POINT (37.5416012 127.0096881)
10368,Teastory,37.57232,126.9918479,0.46323043474294,POINT (37.57232 126.9918479)
2126,더레드339,37.4695999,127.0438189,0.4632198390186373,POINT (37.4695999 127.0438189)
5929,오늘도커피,37.4908834,126.990795,0.4625899919376536,POINT (37.4908834 126.990795)
2834,심재,37.4681408,127.0427861,0.4624704607408708,POINT (37.4681408 127.0427861)
5463,호아드,37.5782296,126.9812054,0.4621194738411686,POINT (37.5782296 126.9812054)
8973,커피하우스마이샤,37.552057,126.9069464,0.4617166632477573,POINT (37.552057 126.9069464)
20089,브린드,37.640904600000006,127.0193623,0.4612718992518562,POINT (37.640904600000006 127.0193623)
1065,절기,37.5090855,127.0406348,0.4609264262155007,POINT (37.5090855 127.0406348)
9294,카페이삼이,37.6330692,127.0767711,0.4606392219493728,POINT (37.6330692 127.0767711)
10291,감화커피,37.5357911,126.8461064,0.4598076425467638,POINT (37.5357911 126.8461064)
18870,카페희다충무로역점,37.5610984,126.9945912,0.4596595926830559,POINT (37.5610984 126.9945912)
19801,학산테라로사커피노을공원지점,37.5693649,126.8799219,0.4595849874873817,POINT (37.5693649 126.8799219)
19108,엔엘커피,37.552116600000005,126.9055988,0.4593451470279128,POINT (37.552116600000005 126.9055988)
15827,토프레소,37.5000003,126.8413533,0.4593072131704457,POINT (37.5000003 126.8413533)
14718,24/7,37.497598100000005,127.1194602,0.4590998746730828,POINT (37.497598100000005 127.1194602)
3361,커피나무,37.5910348,127.0196774,0.4589750158836047,POINT (37.5910348 127.0196774)
7128,카페이삼이티피점,37.6330692,127.0767711,0.4588722105457927,POINT (37.6330692 127.0767711)
19992,비에프에프COFFEE,37.4779118,126.9042172,0.4586641824145204,POINT (37.4779118 126.9042172)
20578,커피나인선릉역,37.5062755,127.0497191,0.4586124469629142,POINT (37.5062755 127.0497191)
12305,예,37.5729515,126.9929941,0.4584312662426993,POINT (37.5729515 126.9929941)
4185,더플랫커피로스터스,37.5199828,127.0234811,0.4581381136851632,POINT (37.5199828 127.0234811)
16685,팔,37.5795632,126.970828,0.4575397504604908,POINT (37.5795632 126.970828)
594,고품격커피공장뱅뱅,37.4889004,127.0338255,0.4574282149299929,POINT (37.4889004 127.0338255)
